,Ligand_Short_Hand_descrip_Tollman Cone Angle/Bite Angle,Ligand_Short_Hand_descrip_Denticity,Ligand_Short_Hand_descrip_Hybridisation,Ligand_Short_Hand_descrip_E (HOMO),Ligand_Short_Hand_descrip_E (LUMO),Ligand_Short_Hand_descrip_Steric Parameter,Ligand_Short_Hand_descrip_Proton Affinity ,Base_Short_Hand_descrip_pKa in Water,Base_Short_Hand_descrip_Organic/Inorganic,Base_Short_Hand_descrip_# of Deprotonations,Solvent_1_Short_Hand_descrip_Polarity of Co-Solvent (PCA1),Solvent_1_Short_Hand_descrip_Polarisability (PCA2),Solvent_1_Short_Hand_descrip_Hydrogen Bonding (PCA3),Solvent_1_Short_Hand_descrip_PCA4*,Reactant_1_Name_6-Bromoquinoline,Reactant_1_Name_6-Iodoquinoline,Reactant_1_Name_6-Quinolineboronic acid pinacol ester,Reactant_1_Name_6-chloroquinoline,Reactant_1_Name_6-quinoline-boronic acid hydrochloride,Reactant_1_Name_6-triflatequinoline,Reactant_1_Name_Potassium quinoline-6-trifluoroborate,"Reactant_2_Name_2a, Boronic Acid","Reactant_2_Name_2b, Boronic Ester","Reactant_2_Name_2c, Trifluoroborate","Reactant_2_Name_2d, Bromide",Product_Yield_PCT_Area_UV
2624,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.161852471350164
2625,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.124359122318423
2626,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.2,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.014839714725258
2628,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.425514158959722
2629,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.6678044254090091
2631,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.573047545816069
2632,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.609014648889427
2634,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.5011864023457899
2636,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.43980945389189
2637,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.0976601449382814
2638,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,2.1,0.0,3.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.0179404991984808
2640,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.396326909475235
2641,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.7116621631175271
2643,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.5971108362865121
2644,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.6767959773682379
2646,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.606183333793201
2648,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.536436856390168
2649,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.11945796955848101
2650,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.00527912468979002
2652,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.448044602309298
2653,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.779213130159205
2655,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.698122924346663
2656,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.7158896789939421
2658,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.515657854887724
2660,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.584537356209573
2661,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.09511864121036159
2662,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,17.0,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.0132221975332034
2664,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.290959427043556
2665,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.538966504380561
2667,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.23644544523272
2668,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.566968894834854
2670,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.249802345450057
2672,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.17110177326432002
2673,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.105162253126458
2674,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,10.8,1.0,1.0,-4.10648,-4.89092,0.651199,-0.305101,1,0,0,0,0,0,0,0,1,0,0,0.038192236461342996
2688,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.011994038166815699
2689,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.18935838051499299
2691,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.164746680143826
2692,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.0261503867571083
2694,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.418980306254446
2696,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.5665716110947789
2697,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.194068857750423
2698,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.0125178380347857
2700,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.10725525147372
2701,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.147391704665241
2703,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.127952766120511
2704,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.0660643327015147
2706,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.76924402688556
2708,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.766092540402725
2709,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.22131998924322702
2710,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.6,1.0,2.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.0581714326273182
2712,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.0998495479326621
2713,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.138859858217239
2715,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.139159300193246
2716,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.0779520587587677
2718,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.72088283247455
2720,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.777775757863656
2721,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.229215706950641
2722,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.2,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.00944095392622653
2724,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.087309276280328
2725,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.14016775406596899
2727,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.125452894223222
2728,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.0578692333912203
2730,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.694164078627972
2732,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.680519218040055
2733,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.21195860669532401
2734,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,2.1,0.0,3.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.009579968292291
2736,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.104765812639733
2737,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.138878617944491
2739,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.12105213826398399
2740,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.06601540571882661
2742,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.745397780882317
2744,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.811725460071156
2745,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.207888093170631
2746,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.00522685148097459
2748,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.123907583067565
2749,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.14631258596007402
2751,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.120026121044083
2752,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.0707575678856054
2754,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.754951621434809
2756,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.765580614420357
2757,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.212734668519549
2758,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,17.0,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.057118414668123396
2760,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.0927563517498969
2761,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.14614273933251
2763,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.116013487285606
2764,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.059292821927916003
2766,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.72118145583544
2768,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.6773246240453329
2769,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.237060297736621
2770,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,10.8,1.0,1.0,-2.18069,-1.48531,-0.247267,-2.24492,0,0,0,1,0,0,0,0,1,0,0,0.055432354645104195
2784,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.220948823206334
2785,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.16794346723837802
2787,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.318588415954007
2788,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.10921078149499801
2790,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.784124864174597
2792,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.921586992235599
2793,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.28110615602099304
2794,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.0468684976756067
2796,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.511318889283443
2797,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.156288752625118
2799,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.487538022047724
2800,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.07818749068235001
2802,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.506622092531357
2804,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.564987863777223
2805,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.261044873752637
2806,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.6,1.0,2.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.038781475078955
2808,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.21185462014088402
2809,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.155459285810292
2811,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.437752308026992
2812,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.055634649879310605
2814,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.46587854261935197
2816,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.5755479477105669
2817,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.262076143500747
2818,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,3.2,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.0328342953469326
2820,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.30599503910659
2821,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.16409725809707598
2823,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.37156863099548404
2824,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.0644764795854343
2826,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.537176698377169
2828,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.683132515465746
2829,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.25511125691123104
2830,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,2.1,0.0,3.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.0354059076082544
2832,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.446338571272874
2833,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.17782460577228001
2835,170.0,1.0,0.0,-0.177,0.026,16.65,250.4,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.46213612963218204
2836,194.0,1.0,2.0,-0.182,-0.049,30.11,244.1,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.0762239229987642
2838,208.0,1.0,1.0,-0.17,-0.038,24.06,255.96,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.706705789591617
2840,221.0,1.0,1.0,-0.181,-0.05,22.15,255.65,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.7993763891953379
2841,99.6,2.0,2.0,-0.1869,-0.0506,23.343240404530764,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.28721040092551
2842,102.7,2.0,2.0,-0.1869,-0.0506,25.449789796062706,241.3,15.7,0.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.0456206774208026
2844,182.0,1.0,0.0,-0.173,0.028,23.38,250.8,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.529510152434429
2845,145.0,1.0,0.0,-0.187,-0.051,8.0,241.3,17.0,1.0,1.0,0.424405,-1.34983,-1.44861,-1.35114,0,0,0,1,0,0,0,0,1,0,0,0.182892233041311
